,movie,year,imdb_rate,metascore,votes,rating,genre,runtime_min,grosess
1035,Little Fish,2020,6.9,71,"6,746",Unrated,"['Drama', ' Romance', ' Sci-Fi']",101,-
1036,Jeruzalem,2015,4.8,45,"10,632",R,"['Horror', ' Sci-Fi', ' Thriller']",94,-
1037,The Return of Swamp Thing,1989,4.6,39,"6,107",PG-13,"['Action', ' Adventure', ' Comedy']",88,$0.19M
1038,The Final Cut,2004,6.1,43,"34,011",PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,$0.55M
1039,Double Team,1997,4.8,44,"35,950",R,"['Action', ' Comedy', ' Sci-Fi']",93,$11.44M
1040,Slaughterhouse-Five,1972,6.8,66,"13,650",R,"['Comedy', ' Drama', ' Sci-Fi']",104,$0.57M
1041,Kids vs. Aliens,2022,5.1,51,"1,195",TV-MA,"['Horror', ' Sci-Fi']",75,-
1042,Encounter,2021,5.9,57,"10,687",R,"['Drama', ' Sci-Fi', ' Thriller']",108,-
1043,Godzilla 2000: Millennium,1999,6.0,41,"8,770",PG,"['Action', ' Adventure', ' Drama']",99,$10.04M
1044,Free Birds,2013,5.8,38,"25,356",PG,"['Animation', ' Action', ' Adventure']",91,$55.75M
1045,Big Bug,2022,5.5,46,"9,932",TV-MA,"['Comedy', ' Sci-Fi']",111,-
1046,Area 51,2015,4.3,30,"14,901",R,"['Horror', ' Mystery', ' Sci-Fi']",91,-
1047,Richard III,1995,7.3,86,"15,325",R,"['Drama', ' Sci-Fi', ' War']",110,$2.60M
1048,Highlander: The Final Dimension,1994,4.4,28,"21,794",PG-13,"['Action', ' Fantasy', ' Romance']",99,$13.83M
1049,Charly,1968,6.9,50,"7,140",M,"['Drama', ' Romance', ' Sci-Fi']",103,$15.83M
1050,Project X,1987,6.2,61,"12,650",PG,"['Comedy', ' Drama', ' Sci-Fi']",108,$18.53M
1051,Krrish,2006,6.4,68,"23,171",Not Rated,"['Action', ' Adventure', ' Sci-Fi']",154,-
1052,Meet Dave,2008,5.1,43,"42,903",PG,"['Adventure', ' Comedy', ' Family']",90,$11.80M
1053,Next Exit,2022,5.6,59,"1,526",,"['Comedy', ' Mystery', ' Romance']",106,-
1054,Ticks,1993,5.5,43,"5,561",R,"['Horror', ' Sci-Fi']",85,-
1055,Fido,2006,6.7,70,"29,858",R,"['Comedy', ' Drama', ' Horror']",93,$0.30M
1056,Silent Rage,1982,5.4,31,"6,435",R,"['Action', ' Crime', ' Horror']",103,$10.49M
1057,The Congress,2013,6.4,63,"19,621",Not Rated,"['Animation', ' Drama', ' Sci-Fi']",122,$0.14M
1058,Jin-Roh: The Wolf Brigade,1999,7.3,59,"18,083",R,"['Animation', ' Action', ' Drama']",102,$0.09M
1059,The Girl Who Leapt Through Time,2006,7.7,66,"69,373",TV-PG,"['Animation', ' Adventure', ' Comedy']",98,-
1060,Kaboom,2010,5.7,64,"13,610",Not Rated,"['Comedy', ' Mystery', ' Romance']",86,$0.12M
1061,Meteor,1979,5.0,27,"7,929",PG,"['Action', ' Drama', ' Sci-Fi']",108,-
1062,Underdog,2007,4.8,37,"22,392",PG,"['Action', ' Adventure', ' Comedy']",84,$43.76M
1063,Battle for the Planet of the Apes,1973,5.4,40,"32,700",G,"['Action', ' Sci-Fi']",93,$8.84M
1064,Zoe,2018,6.1,39,"9,973",R,"['Drama', ' Romance', ' Sci-Fi']",104,-
1065,"Tomorrow, When the War Began",2010,6.1,54,"31,708",R,"['Action', ' Adventure', ' Drama']",104,-
1066,Steel,1997,3.0,28,"14,784",PG-13,"['Action', ' Adventure', ' Crime']",97,$1.71M
1067,Settlers,2021,4.8,56,"5,677",Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",103,-
1068,Meander,2020,5.4,63,"10,905",,"['Drama', ' Horror', ' Mystery']",90,-
1069,Escape from the Planet of the Apes,1971,6.3,69,"37,690",G,"['Action', ' Sci-Fi']",98,$12.30M
1070,My Science Project,1985,5.9,38,"6,292",PG,"['Action', ' Adventure', ' Comedy']",94,$4.12M
1071,Alien Nation,1988,6.3,45,"16,354",R,"['Action', ' Sci-Fi']",91,$25.22M
1072,Evangelion: 1.0 You Are (Not) Alone,2007,7.5,66,"26,537",PG-13,"['Animation', ' Action', ' Drama']",98,$0.11M
1073,How to Talk to Girls at Parties,2017,5.7,50,"12,043",R,"['Comedy', ' Music', ' Romance']",102,$0.08M
1074,I Think We're Alone Now,2018,5.7,51,"11,855",R,"['Drama', ' Mystery', ' Sci-Fi']",99,-
1075,What Lies Below,2020,4.4,35,"8,230",TV-MA,"['Drama', ' Horror', ' Mystery']",87,-
1076,Rememory,2017,6.1,48,"17,443",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,-
1077,Turbo: A Power Rangers Movie,1997,3.6,35,"9,471",PG,"['Action', ' Adventure', ' Family']",99,$8.36M
1078,Evangelion: 2.0 You Can (Not) Advance,2009,7.9,46,"23,872",16+,"['Animation', ' Action', ' Drama']",112,$0.13M
1079,The Last Days on Mars,2013,5.5,46,"38,407",R,"['Adventure', ' Horror', ' Sci-Fi']",98,$0.02M
1080,Rupture,2016,4.9,35,"7,597",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",102,-
1081,Highlander: Endgame,2000,4.6,21,"21,019",R,"['Action', ' Adventure', ' Fantasy']",87,$12.80M
1082,It's Such a Beautiful Day,2012,8.2,90,"15,266",Not Rated,"['Animation', ' Comedy', ' Drama']",62,-
1083,The Astronaut's Wife,1999,5.4,37,"56,903",R,"['Drama', ' Sci-Fi', ' Thriller']",109,$10.67M
1084,Damnation Alley,1977,5.2,30,"5,647",PG,['Sci-Fi'],91,$8.72M
1085,Sleeper,1973,7.1,77,"44,253",PG,"['Comedy', ' Sci-Fi']",89,$2.91M
1086,The Osiris Child,2016,5.5,55,"9,017",Not Rated,"['Action', ' Adventure', ' Drama']",95,-
1087,Jem and the Holograms,2015,4.2,42,"8,208",PG,"['Adventure', ' Drama', ' Family']",118,$2.18M
1088,Warning,2021,4.6,53,"5,771",R,"['Drama', ' Sci-Fi', ' Thriller']",86,-
1089,Muppets from Space,1999,6.2,53,"20,302",G,"['Adventure', ' Comedy', ' Family']",87,$16.63M
1090,Occupation,2018,4.5,45,"17,062",R,"['Action', ' Drama', ' Sci-Fi']",119,-
1091,Trancers,1984,6.0,64,"7,246",PG-13,"['Action', ' Sci-Fi']",76,-
1092,Robot Overlords,2014,4.6,47,"7,589",PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,-
1093,Escape from Planet Earth,2012,5.8,35,"26,516",PG,"['Animation', ' Adventure', ' Comedy']",89,$57.01M
1094,The Incredible Shrinking Man,1957,7.6,73,"19,271",Not Rated,"['Horror', ' Sci-Fi']",81,-
1095,Night of the Lepus,1972,4.1,37,"5,328",PG,"['Horror', ' Sci-Fi', ' Thriller']",88,-
1096,Max Steel,2016,4.6,22,"20,317",PG-13,"['Action', ' Adventure', ' Fantasy']",92,$3.82M
1097,Rubikon,2022,5.0,49,"3,781",Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",110,-
1098,Little Joe,2019,5.8,60,"8,890",Not Rated,"['Drama', ' Horror', ' Mystery']",105,-
1099,Conquest of the Planet of the Apes,1972,6.1,49,"34,679",PG,"['Action', ' Sci-Fi']",88,$9.81M
1100,Impostor,2001,6.1,33,"24,333",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",95,$6.11M
1101,Robot & Frank,2012,7.0,67,"65,326",PG-13,"['Comedy', ' Crime', ' Drama']",89,$3.33M
1102,My Hero Academia: World Heroes' Mission,2021,7.1,51,"5,112",PG-13,"['Animation', ' Action', ' Adventure']",101,-
1103,The Spine of Night,2021,6.4,58,"2,630",Not Rated,"['Animation', ' Action', ' Adventure']",93,-
1104,The Computer Wore Tennis Shoes,1969,5.9,54,"5,733",G,"['Comedy', ' Family', ' Sci-Fi']",91,$0.73M
1105,Cocoon: The Return,1988,5.4,45,"17,074",PG,"['Adventure', ' Comedy', ' Mystery']",116,$18.92M
1106,Return to Nuke 'Em High Volume 1,2013,5.3,40,"2,285",Not Rated,"['Action', ' Comedy', ' Drama']",85,-
1107,Nutty Professor II: The Klumps,2000,4.4,38,"52,563",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",106,$123.31M
1108,New Order,2020,6.5,62,"8,937",R,"['Crime', ' Drama', ' Sci-Fi']",86,-
1109,Futureworld,1976,5.7,46,"11,516",PG,"['Sci-Fi', ' Thriller']",108,$8.72M
1110,Future World,2018,3.3,10,"6,701",R,"['Action', ' Adventure', ' Sci-Fi']",88,$1.28M
1111,Slash/Back,2022,5.7,67,"1,732",,"['Adventure', ' Horror', ' Sci-Fi']",86,-
1112,Cheech and Chong's Next Movie,1980,6.0,66,"14,706",R,"['Comedy', ' Crime', ' Sci-Fi']",99,$41.68M
1113,Steamboy,2004,6.8,66,"18,412",PG-13,"['Animation', ' Action', ' Adventure']",126,$0.41M
1114,Transit,2018,6.9,82,"11,347",Not Rated,"['Drama', ' Sci-Fi']",101,$0.82M
1115,The Absent Minded Professor,1961,6.7,75,"8,984",Approved,"['Comedy', ' Family', ' Sci-Fi']",92,$25.38M
1116,Bubble,2022,6.3,56,"7,356",TV-PG,"['Animation', ' Action', ' Adventure']",100,-
1117,A Sound of Thunder,2005,4.2,24,"20,286",PG-13,"['Action', ' Adventure', ' Horror']",110,$1.89M
1118,World on a Wire,1973,7.7,76,"6,570",Not Rated,"['Crime', ' Mystery', ' Sci-Fi']",212,-
1119,Ratchet & Clank,2016,5.5,29,"11,590",PG,"['Animation', ' Action', ' Adventure']",94,$8.55M
1120,Évolution,2015,5.9,77,"7,446",Not Rated,"['Drama', ' Horror', ' Mystery']",81,-
1121,Metropolis,2001,7.2,75,"22,227",PG-13,"['Animation', ' Adventure', ' Drama']",108,$0.64M
1122,Frankenstein's Army,2013,5.3,49,"8,995",R,"['Horror', ' Sci-Fi']",84,-
1123,Grabbers,2012,6.3,62,"19,126",Not Rated,"['Action', ' Adventure', ' Comedy']",94,-
1124,Plan 75,2022,6.6,70,"1,602",,"['Drama', ' Sci-Fi']",113,-
1125,The Dungeonmaster,1984,4.5,11,"2,727",PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",73,-
1126,Only,2019,5.1,53,"3,763",TV-MA,"['Drama', ' Romance', ' Sci-Fi']",98,-
1127,Nekrotronic,2018,5.6,25,"3,657",R,"['Action', ' Comedy', ' Drama']",99,-
1128,Shorts,2009,4.7,53,"7,838",PG,"['Adventure', ' Comedy', ' Family']",89,$20.92M
1129,Beneath,2013,3.5,40,"4,998",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,-
1130,MFKZ,2017,6.7,48,"4,972",R,"['Animation', ' Action', ' Comedy']",94,$0.23M
1131,Dragon Ball Super: Broly,2018,7.7,59,"30,434",PG,"['Animation', ' Action', ' Adventure']",100,$30.71M
1132,Mars Needs Moms,2011,5.4,49,"23,528",PG,"['Animation', ' Action', ' Adventure']",88,$21.38M
1133,The Bride,1985,5.4,30,"3,423",PG-13,"['Fantasy', ' Horror', ' Romance']",118,$3.60M
1134,The Day,2011,5.2,41,"13,149",R,"['Action', ' Drama', ' Horror']",87,$0.02M
1135,The Cat from Outer Space,1978,6.0,58,"5,730",G,"['Comedy', ' Family', ' Sci-Fi']",104,-
1136,Ghost in the Shell 2: Innocence,2004,7.4,66,"39,711",PG-13,"['Animation', ' Drama', ' Mystery']",100,$1.04M
1137,A Shaun the Sheep Movie: Farmageddon,2019,6.8,79,"15,019",G,"['Animation', ' Adventure', ' Comedy']",86,-
1138,The Mating Habits of the Earthbound Human,1999,6.3,26,"6,467",R,"['Comedy', ' Sci-Fi']",88,-
1139,Superbabies: Baby Geniuses 2,2004,1.5,9,"31,576",PG,"['Comedy', ' Family', ' Sci-Fi']",88,$9.11M
1140,Phineas and Ferb the Movie: Candace Against the Universe,2020,7.1,77,"5,200",TV-G,"['Animation', ' Adventure', ' Comedy']",86,-
1141,Wing Commander,1999,4.3,21,"17,212",PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,$11.58M
1142,Last and First Men,2020,6.7,80,"4,194",,"['Fantasy', ' Mystery', ' Sci-Fi']",70,-
1143,Godzilla: King of the Monsters!,1956,6.3,60,"8,473",Not Rated,"['Action', ' Horror', ' Sci-Fi']",80,-
1144,Lawnmower Man 2: Beyond Cyberspace,1995,2.5,29,"9,958",PG-13,"['Action', ' Sci-Fi', ' Thriller']",93,$2.41M
1145,Kingsglaive: Final Fantasy XV,2016,6.7,35,"22,786",PG-13,"['Animation', ' Action', ' Adventure']",110,$0.23M
1146,Cabin Fever 3: Patient Zero,2014,4.4,30,"8,156",Not Rated,"['Horror', ' Sci-Fi']",91,-
1147,Good Boy,2003,5.1,49,"4,592",PG,"['Comedy', ' Drama', ' Family']",87,$37.57M
1148,Synchronicity,2015,5.4,39,"11,184",R,"['Drama', ' Mystery', ' Romance']",101,$0.00M
1149,Universal Soldier: The Return,1999,4.2,24,"30,390",R,"['Action', ' Sci-Fi']",83,$10.43M
1150,Proxima,2019,6.3,71,"8,542",16+,"['Adventure', ' Drama', ' Sci-Fi']",107,-
1151,After Blue,2021,5.5,56,872,Unrated,"['Fantasy', ' Sci-Fi']",129,-
1152,Offseason,2021,4.9,55,"2,435",,"['Drama', ' Fantasy', ' Horror']",83,-
1153,Space Station 76,2014,4.9,49,"8,537",R,"['Comedy', ' Drama', ' Sci-Fi']",93,-
1154,Undead,2003,5.4,34,"14,653",R,"['Action', ' Comedy', ' Fantasy']",97,$0.04M
1155,Ra.One,2011,4.8,60,"45,449",Not Rated,"['Action', ' Adventure', ' Sci-Fi']",156,$2.51M
1156,Flu,2013,6.6,40,"14,173",Not Rated,"['Action', ' Drama', ' Sci-Fi']",122,-
1157,Happily,2021,5.3,58,"4,258",R,"['Comedy', ' Crime', ' Romance']",96,-
1158,Universal Soldier: Regeneration,2009,5.3,70,"26,286",R,"['Action', ' Adventure', ' Sci-Fi']",97,-
1159,Fast Color,2018,6.1,64,"6,853",PG-13,"['Drama', ' Sci-Fi', ' Thriller']",100,$0.08M
1160,Hard to Be a God,2013,6.6,93,"6,183",Not Rated,"['Drama', ' Sci-Fi']",177,-
1161,Phase IV,1974,6.4,49,"9,201",PG,"['Horror', ' Sci-Fi', ' Thriller']",84,-
1162,Beavis and Butt-Head Do the Universe,2022,7.0,70,"12,671",13+,"['Animation', ' Comedy', ' Sci-Fi']",87,-
1163,I'm Totally Fine,2022,5.9,62,971,TV-MA,"['Comedy', ' Drama', ' Sci-Fi']",83,-
1164,Men & Chicken,2015,6.7,64,"14,038",Not Rated,"['Comedy', ' Drama', ' Mystery']",104,$0.03M
1165,The Last Mimzy,2007,6.2,59,"22,039",PG,"['Action', ' Adventure', ' Drama']",90,$21.47M
1166,Marooned,1969,5.9,62,"5,572",G,"['Adventure', ' Drama', ' Sci-Fi']",134,$8.94M
1167,Evangelion: 3.0 You Can (Not) Redo,2012,6.9,45,"17,537",TV-14,"['Animation', ' Action', ' Drama']",96,$0.17M
1168,The Remaining,2014,4.3,38,"8,032",PG-13,"['Drama', ' Horror', ' Mystery']",88,$1.17M
1169,Alien Abduction,2014,4.8,46,"8,742",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",85,-
1170,Return from Witch Mountain,1978,5.7,51,"5,509",G,"['Adventure', ' Family', ' Fantasy']",95,-
1171,Banshee Chapter,2013,5.4,62,"10,604",R,"['Horror', ' Mystery', ' Sci-Fi']",87,-
1172,Needle in a Timestack,2021,5.3,42,"2,116",R,"['Drama', ' Fantasy', ' Romance']",111,-
1173,Nightmares,1983,5.7,39,"3,609",R,"['Horror', ' Sci-Fi']",99,$6.67M
1174,Save Yourselves!,2020,5.8,67,"7,898",R,"['Adventure', ' Comedy', ' Sci-Fi']",93,-
1175,Young Ones,2014,5.8,47,"10,186",R,"['Action', ' Drama', ' Romance']",100,-
1176,Neptune Frost,2021,6.6,83,956,,"['Musical', ' Sci-Fi']",105,-
1177,The Apple,1980,4.3,39,"2,599",PG,"['Music', ' Musical', ' Sci-Fi']",90,-
1178,Spaced Invaders,1990,5.3,38,"3,866",PG,"['Adventure', ' Comedy', ' Sci-Fi']",100,$15.37M
1179,Extinction,2015,5.8,46,"17,636",R,"['Action', ' Adventure', ' Drama']",112,-
1180,Open Grave,2013,6.2,33,"30,883",Unrated,"['Horror', ' Mystery', ' Sci-Fi']",102,-
1181,iBoy,2017,5.9,50,"23,995",TV-MA,"['Action', ' Crime', ' Sci-Fi']",90,-
1182,The Wave,2019,6.1,51,"6,364",R,"['Sci-Fi', ' Thriller']",87,-
1183,Agent Cody Banks 2: Destination London,2004,4.5,32,"15,652",PG,"['Action', ' Adventure', ' Comedy']",100,$23.63M
1184,Abominable,2006,5.1,31,"4,809",R,"['Horror', ' Sci-Fi', ' Thriller']",94,-
1185,Chariot,2022,3.6,43,598,R,['Sci-Fi'],94,-
1186,Starfish,2018,5.2,74,"3,561",Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",101,$0.01M
1187,Empire of the Ants,1977,4.2,26,"5,203",PG,"['Adventure', ' Horror', ' Sci-Fi']",89,-
1188,Divine Love,2019,6.2,86,"2,181",18+,"['Drama', ' Sci-Fi']",101,-
1189,Glasshouse,2021,5.4,65,720,,"['Drama', ' Sci-Fi', ' Thriller']",97,-
1190,24 Hours to Live,2017,5.8,37,"15,560",R,"['Action', ' Sci-Fi', ' Thriller']",93,-
1191,Summer Wars,2009,7.4,63,"31,148",PG,"['Animation', ' Action', ' Adventure']",114,$0.08M
1192,Steel Dawn,1987,5.1,24,"5,395",R,"['Action', ' Adventure', ' Sci-Fi']",100,$0.56M
1193,Sound of My Voice,2011,6.6,67,"22,627",R,"['Drama', ' Mystery', ' Sci-Fi']",85,$0.41M
1194,Radioflash,2019,4.8,34,"5,372",Unrated,"['Drama', ' Sci-Fi', ' Thriller']",103,-
1195,Sssssss,1973,5.4,59,"3,838",PG,"['Horror', ' Sci-Fi']",99,-
1196,Modern Problems,1981,5.0,27,"5,716",PG,"['Comedy', ' Fantasy', ' Sci-Fi']",93,$26.15M
1197,Shin Ultraman,2022,6.4,84,"3,145",,"['Action', ' Adventure', ' Drama']",118,-
1198,Big Ass Spider!,2013,5.3,53,"7,607",PG-13,"['Action', ' Adventure', ' Comedy']",80,-
1199,The Manitou,1978,5.3,47,"3,213",PG,"['Horror', ' Sci-Fi']",104,-
1200,Phoenix Forgotten,2017,5.3,33,"6,803",PG-13,"['Horror', ' Mystery', ' Sci-Fi']",87,$3.60M
1201,The Objective,2008,5.4,26,"8,387",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,$2.25M
1202,Moon 44,1990,5.0,39,"5,577",R,"['Action', ' Sci-Fi', ' Thriller']",98,-
1203,Air,2015,5.1,33,"12,442",PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,-
1204,If You Were the Last,2023,8.3,70,44,,"['Romance', ' Sci-Fi']",89,-
1205,Clara,2018,6.7,43,"5,584",Not Rated,"['Drama', ' Sci-Fi']",105,-
1206,The Unthinkable,2018,6.0,66,"8,756",,"['Action', ' Romance', ' Sci-Fi']",129,-
1207,Our House,2018,5.3,45,"8,939",PG-13,"['Drama', ' Horror', ' Mystery']",90,-
1208,The Astronaut Farmer,2006,6.3,55,"23,111",PG,"['Adventure', ' Drama', ' Sci-Fi']",104,$11.00M
1209,The Cured,2017,5.6,57,"9,083",R,"['Drama', ' Horror', ' Sci-Fi']",95,$0.02M
1210,Ghost in the Machine,1993,4.6,34,"4,085",R,"['Horror', ' Sci-Fi', ' Thriller']",95,$5.09M
1211,The Damned,1962,6.6,72,"3,858",Approved,"['Drama', ' Fantasy', ' Horror']",87,-
1212,Crimes of the Future,1970,4.7,58,"2,831",Not Rated,"['Comedy', ' Sci-Fi']",63,-
1213,A Christmas Horror Story,2015,5.8,49,"11,613",Not Rated,"['Fantasy', ' Horror', ' Mystery']",99,-
1214,The People That Time Forgot,1977,5.4,34,"3,317",PG,"['Adventure', ' Sci-Fi']",91,-
1215,God Told Me To,1976,6.3,55,"6,291",R,"['Crime', ' Horror', ' Sci-Fi']",91,-
1216,Strawberry Mansion,2021,6.4,74,"1,840",,"['Adventure', ' Fantasy', ' Romance']",91,-
1217,Devil's Gate,2017,5.1,37,"6,640",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",94,-
1218,The Omega Code,1999,3.5,14,"5,494",PG-13,"['Action', ' Adventure', ' Fantasy']",100,$12.61M
1219,Pandemic,2016,4.4,47,"8,390",TV-MA,"['Action', ' Horror', ' Sci-Fi']",91,-
1220,Youth Without Youth,2007,6.1,43,"13,928",R,"['Drama', ' Fantasy', ' Mystery']",124,$0.24M
1221,The Strongest Man in the World,1975,5.9,63,"3,601",G,"['Comedy', ' Family', ' Sci-Fi']",92,-
1222,The Gracefield Incident,2017,4.2,21,"2,650",PG-13,"['Horror', ' Mystery', ' Sci-Fi']",89,-
1223,Advantageous,2015,6.1,59,"5,847",Not Rated,"['Drama', ' Family', ' Sci-Fi']",90,-
1224,The Specials,2000,5.7,38,"2,476",R,"['Action', ' Comedy', ' Fantasy']",82,$0.01M
1225,Let Us In,2021,4.4,56,691,,"['Horror', ' Sci-Fi']",84,-
1226,Godsend,2004,4.8,24,"26,225",PG-13,"['Action', ' Drama', ' Fantasy']",102,$14.38M
1227,"Blind Willow, Sleeping Woman",2022,7.1,69,755,,"['Animation', ' Drama', ' Sci-Fi']",108,-
1228,Promare,2019,7.0,76,"4,951",PG-13,"['Animation', ' Action', ' Adventure']",111,-
1229,At the Earth's Core,1976,5.0,32,"5,260",PG,"['Adventure', ' Fantasy', ' Sci-Fi']",89,-
1230,Ballistic: Ecks vs. Sever,2002,3.7,19,"20,830",R,"['Action', ' Crime', ' Mystery']",91,$14.29M
1231,Mondocane,2021,6.1,45,670,,"['Action', ' Drama', ' Sci-Fi']",116,-
1232,Portals,2019,3.2,30,"1,139",,"['Horror', ' Mystery', ' Sci-Fi']",85,-
1233,Will-o'-the-Wisp,2022,6.1,72,822,Unrated,"['Comedy', ' Fantasy', ' Musical']",67,-
1234,Earth to Echo,2014,5.7,53,"19,560",PG,"['Adventure', ' Family', ' Sci-Fi']",91,$38.92M
1235,See You Yesterday,2019,5.3,74,"11,415",TV-MA,"['Action', ' Adventure', ' Crime']",84,-
1236,Night Raiders,2021,5.3,63,"1,336",,"['Action', ' Sci-Fi', ' Thriller']",101,-
1237,Atlas Shrugged: Who Is John Galt?,2014,4.3,9,"3,767",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",99,$0.85M
1238,Atlas Shrugged II: The Strike,2012,5.3,26,"7,522",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,$3.34M
1239,Petrov's Flu,2021,6.7,79,"2,850",Unrated,"['Drama', ' Sci-Fi']",145,-
1240,Ultrasound,2021,5.8,55,"1,540",,"['Drama', ' Mystery', ' Sci-Fi']",103,-
1241,Real Men,1987,6.0,47,"4,604",PG-13,"['Action', ' Comedy', ' Sci-Fi']",85,$0.87M
1242,Digimon: The Movie,2000,6.0,20,"7,778",PG,"['Animation', ' Action', ' Adventure']",82,$9.63M
1243,The Day of the Dolphin,1973,6.0,40,"3,436",PG,"['Drama', ' Sci-Fi', ' Thriller']",104,$2.30M
1244,Deathsport,1978,4.1,33,"2,255",R,"['Action', ' Drama', ' Sci-Fi']",82,-
1245,King Kong vs. Godzilla,1963,5.7,40,"10,847",Not Rated,"['Action', ' Adventure', ' Fantasy']",91,$2.73M
1246,Jetsons: The Movie,1990,5.5,46,"5,575",G,"['Animation', ' Comedy', ' Family']",82,$10.90M
1247,Space Chimps,2008,4.5,36,"12,258",G,"['Animation', ' Adventure', ' Comedy']",81,$30.11M
1248,Digging Up the Marrow,2014,5.8,45,"5,652",Not Rated,"['Comedy', ' Horror', ' Mystery']",89,-
1249,What the #$*! Do We (K)now!?,2004,5.2,38,"13,772",Not Rated,"['Documentary', ' Comedy', ' Drama']",109,$10.94M
1250,What Planet Are You From?,2000,5.6,41,"9,758",R,"['Comedy', ' Sci-Fi']",105,$6.29M
1251,Godzilla 1985,1985,6.1,31,"6,650",PG,"['Action', ' Horror', ' Sci-Fi']",87,$4.12M
1252,Kill Switch,2017,4.7,31,"8,423",R,"['Action', ' Sci-Fi', ' Thriller']",91,-
1253,Renaissance,2006,6.6,57,"16,325",R,"['Animation', ' Action', ' Sci-Fi']",105,$0.06M
1254,Code 46,2003,6.1,57,"20,954",R,"['Drama', ' Romance', ' Sci-Fi']",93,$0.20M
1255,Kafka,1991,6.8,46,"10,387",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",98,$1.06M
1256,Children of the Damned,1964,6.2,42,"4,870",Approved,"['Drama', ' Horror', ' Mystery']",89,$1.00M
1257,CQ,2001,6.2,56,"5,040",R,"['Comedy', ' Drama', ' Sci-Fi']",88,$0.41M
1258,Sleight,2016,5.9,62,"9,130",R,"['Crime', ' Drama', ' Sci-Fi']",89,$3.85M
1259,Officer Downe,2016,4.2,26,"2,231",R,"['Action', ' Comedy', ' Sci-Fi']",88,$0.00M
1260,LX 2048,2020,4.9,61,"1,852",,"['Drama', ' Sci-Fi', ' Thriller']",103,-
1261,Right at Your Door,2006,6.0,57,"14,235",R,"['Drama', ' Sci-Fi', ' Thriller']",96,$0.06M
1262,The Lovers,2015,4.6,19,"3,385",R,"['Action', ' Adventure', ' Romance']",109,-
1263,Antibirth,2016,4.9,56,"3,545",Not Rated,"['Comedy', ' Horror', ' Mystery']",94,-
1264,Children of the Sea,2019,6.5,74,"3,475",Not Rated,"['Animation', ' Adventure', ' Fantasy']",111,-
1265,Iceman,1984,6.1,62,"5,845",PG,"['Drama', ' Sci-Fi']",100,$7.34M
1266,Perfect,2018,3.9,36,"1,172",,"['Horror', ' Mystery', ' Sci-Fi']",88,-
1267,Vice,2015,4.2,17,"16,919",R,"['Action', ' Sci-Fi', ' Thriller']",96,-
1268,My Hero Academia: Heroes Rising,2019,7.8,70,"9,305",PG-13,"['Animation', ' Action', ' Adventure']",104,-
1269,Time Changer,2002,5.2,26,"2,755",PG,"['Drama', ' Fantasy', ' Sci-Fi']",95,$1.28M
1270,Bug,1975,5.2,42,"2,594",PG,"['Horror', ' Mystery', ' Sci-Fi']",99,$3.60M
1271,Bokeh,2017,5.0,56,"7,744",TV-MA,"['Drama', ' Sci-Fi']",92,-
1272,Marjorie Prime,2017,6.3,82,"6,764",,"['Drama', ' Mystery', ' Romance']",99,$0.18M
1273,Here Alone,2016,5.6,59,"7,765",Not Rated,"['Drama', ' Horror', ' Sci-Fi']",98,-
1274,Mighty Joe Young,1949,7.0,61,"5,578",Approved,"['Adventure', ' Drama', ' Fantasy']",94,-
1275,Branded,2012,4.6,20,"9,272",R,"['Drama', ' Fantasy', ' Sci-Fi']",106,$0.35M
1276,Undergods,2020,5.4,71,"1,378",16+,"['Drama', ' Sci-Fi', ' Thriller']",92,-
1277,The Diabolical,2015,4.7,25,"5,719",TV-MA,"['Horror', ' Sci-Fi']",86,-
1278,Patema Inverted,2013,7.3,66,"9,932",Not Rated,"['Animation', ' Adventure', ' Drama']",98,-
1279,CJ7,2008,6.4,46,"16,759",PG,"['Adventure', ' Comedy', ' Drama']",88,$0.21M
1280,The Brother from Another Planet,1984,6.8,70,"6,406",R,"['Comedy', ' Sci-Fi']",108,$3.70M
1281,+1,2013,5.5,60,"8,404",Not Rated,"['Romance', ' Sci-Fi', ' Thriller']",96,-
1282,Jack Brooks: Monster Slayer,2007,5.9,46,"6,587",R,"['Action', ' Comedy', ' Horror']",85,-
1283,Bounty Killer,2013,5.5,48,"7,411",R,"['Action', ' Comedy', ' Sci-Fi']",92,-
1284,Stranded,2013,3.5,27,"4,230",Not Rated,"['Horror', ' Sci-Fi']",84,-
